"운영기관별(1)",2017,2017,2017,2017,2018,2018,2018,2018,2019,2019,2019,2019,2020,2020,2020,2020,2021,2021,2021,2021
"운영기관별(1)",연간승차 (천명),무임승차 (천명),영업손실 (억원),무임비용 (억원),연간승차 (천명),무임승차 (천명),영업손실 (억원),무임비용 (억원),연간승차 (천명),무임승차 (천명),영업손실 (억원),무임비용 (억원),연간승차 (천명),무임승차 (천명),영업손실 (억원),무임비용 (억원),연간승차 (천명),무임승차 (천명),영업손실 (억원),무임비용 (억원)
"서울교통공사",1751579,258250,5219,3506.0,1751695,261047,5322,3540.0,1769156,273841,5324,3709.0,1282565,195690,10902,2643.0,1291497,205748,9385,2784.0
"서울메트로 9호선㈜",94831,12440,186,155.0,95773,12824,173,160.0,100296,13761,152,172.0,75741,9884,376,124.0,79081,10682,392,134.0
"서울교통공사9호선운영부문",14038,1350,0,1.7,15843,1668,0,2.1,30563,4319,0,5.4,25018,3353,0,42.0,27009,3789,0,47.0
"우이 신설경전철(주)",4576,1406,102,17.0,15152,4720,193,59.0,16157,5316,152,66.0,12545,4197,146,52.0,13267,4474,0,56.0
